sec to solve	episode	score
6.421097278594971	1	0.7988614800759013
0.7636363506317139	2	0.676923076923077
6.355543375015259	3	0.36617100371747213
0.2220606803894043	4	18.3
4.666990041732788	5	0.927536231884058
0.5240209102630615	6	5.2727272727272725
0.6797068119049072	7	3.1186440677966103
4.404682397842407	8	2.031331592689295
5.680655479431152	9	0.3831578947368421
1.0993452072143555	10	1.6633663366336633
5.834971904754639	11	0.531062124248497
0.2991213798522949	12	8.153846153846153
0.9657764434814453	13	0.9795918367346939
1.9212615489959717	14	0.8148148148148148
1.3035459518432617	15	0.7757009345794392
2.0241241455078125	16	1.6
2.7343673706054688	17	2.408695652173913
1.803828239440918	18	1.6598639455782314
1.977097988128662	19	2.296969696969697
0.6065258979797363	20	5.0576923076923075
1.9701108932495117	21	1.117283950617284
1.628833532333374	22	1.4202898550724639
0.1962721347808838	23	5.764705882352941
0.33607053756713867	24	1.3793103448275863
1.892880916595459	25	1.1096774193548387
6.281507968902588	26	0.4541984732824427
0.2698981761932373	27	6.3478260869565215
1.3803000450134277	28	0.7916666666666666
2.302525281906128	29	0.3915343915343915
2.1796693801879883	30	2.7454545454545456
3.050417184829712	31	0.7346938775510204
0.5785560607910156	32	2.88
2.632444143295288	33	2.2735849056603774
1.2944085597991943	34	0.5871559633027523
2.0478100776672363	35	0.9186046511627907
5.298436403274536	36	1.9580573951434879
0.6374855041503906	37	6.444444444444445
3.00156831741333	38	0.96875
0.30480098724365234	39	2.5714285714285716
0.24686789512634277	40	8.380952380952381
2.7749176025390625	41	0.7964601769911505
0.4703209400177002	42	4.6976744186046515
0.6114203929901123	43	1.1730769230769231
1.798520565032959	44	0.5337837837837838
2.095917224884033	45	1.9593023255813953
0.5144095420837402	46	3.0681818181818183
0.9450631141662598	47	4.182926829268292
6.12136173248291	48	0.2261682242990654
3.8771300315856934	49	0.08227848101265822
0.8948824405670166	50	1.1538461538461537
6.541938781738281	51	0.1912751677852349
2.942976951599121	52	2.0082304526748973
2.6873085498809814	53	0.13100436681222707
1.0365879535675049	54	1.8666666666666667
3.8030354976654053	55	2.0096153846153846
1.3135876655578613	56	1.3333333333333333
1.431488275527954	57	3.73109243697479
1.960137128829956	58	4.283018867924528
0.6655404567718506	59	2.559322033898305
4.71299147605896	60	2.25201072386059
3.0289151668548584	61	0.108
6.277148008346558	62	1.0931849791376913
2.7560672760009766	63	0.635593220338983
2.7747249603271484	64	1.0044444444444445
0.552562952041626	65	1.5116279069767442
6.127254962921143	66	0.3339130434782609
4.128674745559692	67	0.13569321533923304
6.258130788803101	68	0.2957559681697613
0.7437129020690918	69	12.96875
1.7860054969787598	70	2.0134228187919465
1.2166526317596436	71	0.6634615384615384
0.4094390869140625	72	8.057142857142857
1.2299566268920898	73	0.5073529411764706
4.779880523681641	74	0.728
6.318282842636108	75	1.1073094867807154
6.5304388999938965	76	0.5092250922509225
0.35577392578125	77	1.5483870967741935
0.5657825469970703	78	4.395833333333333
3.497568368911743	79	0.971830985915493
1.399446725845337	80	1.628099173553719
4.4244301319122314	81	0.8064516129032258
2.5972108840942383	82	1.1902834008097165
1.9629929065704346	83	0.937888198757764
6.314525604248047	84	0.13815789473684212
2.4026126861572266	85	1.3034188034188035
1.174259901046753	86	0.5619047619047619
1.4781367778778076	87	2.1487603305785123
0.7597126960754395	88	0.625
0.5783350467681885	89	1.2156862745098038
0.28205060958862305	90	4.5
0.4486825466156006	91	2.6153846153846154
1.293743371963501	92	1.5545454545454545
0.4045140743255615	93	10.0
1.240157127380371	94	0.8173076923076923
1.6707139015197754	95	1.5211267605633803
5.4826250076293945	96	3.3674832962138086
1.208160161972046	97	3.5619047619047617
3.2725441455841064	98	0.4617737003058104
6.381735324859619	99	0.7265238879736409
5.465385675430298	100	0.8716216216216216
4.361786127090454	101	0.8064516129032258

MiniSAT iters:	20846
GQSAT iters:	21966
MiniSAT iters/GQSAT iters:	0.95
total_eval_time	248.97032356262207
Results for	../data/graph-coloring/flat150-360
median_relative_score:	1.2156862745098038
mean_relative_score:	2.230144035467218
min_score:	0.08227848101265822
max_score:	18.3
