run,model,dataset,cap,n,median,mean,min,max
Nov13_03-55-51_c42e8ad320d8,gatqsat,uuf250-1065,300,100,1.2078,1.2234,0.6314,2.2247
Nov14_03-26-36_54337a27a809,gatqsat,uuf250-1065,300,100,1.4762,1.4999,0.8473,2.3901
Nov12_14-06-54_c42e8ad320d8,gatqsat,uuf250-1065,500,100,1.6729,1.7195,0.9994,2.8034
Nov12_20-35-32_c42e8ad320d8,gatqsat,uuf250-1065,500,100,1.1528,1.1770,0.6031,2.0984
Nov13_03-55-51_c42e8ad320d8,gatqsat,uuf250-1065,500,100,1.2321,1.2364,0.6830,2.4472
Nov14_03-26-36_54337a27a809,gatqsat,uuf250-1065,500,100,1.4547,1.5207,0.7821,2.6157
Nov12_14-06-54_c42e8ad320d8,gatqsat,uuf250-1065,1000,100,1.6391,1.6801,1.0057,2.6221
Nov12_20-35-32_c42e8ad320d8,gatqsat,uuf250-1065,1000,100,1.1467,1.1820,0.5843,2.1468
Nov13_03-55-51_c42e8ad320d8,gatqsat,uuf250-1065,1000,100,1.2481,1.2229,0.6699,2.3451
Nov14_03-26-36_54337a27a809,gatqsat,uuf250-1065,1000,100,1.4590,1.5078,0.8633,2.4320
Dec08_08-39-57_e63e47f25457,graphqsat,flat30-60,10,100,1.8333,2.0068,0.5789,4.6667
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat30-60,10,100,1.3333,1.4339,0.4167,3.5000
Dec23_01-48-54_90582559eea7,graphqsat,flat30-60,10,100,0.7991,0.9263,0.3750,3.2000
Dec08_08-39-57_e63e47f25457,graphqsat,flat30-60,50,100,1.8333,2.0090,0.6000,4.6667
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat30-60,50,100,1.3167,1.4110,0.3333,3.5000
Dec23_01-48-54_90582559eea7,graphqsat,flat30-60,50,100,0.2500,0.4962,0.1111,3.2000
Dec08_08-39-57_e63e47f25457,graphqsat,flat30-60,100,100,1.8333,2.0090,0.6000,4.6667
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat30-60,100,100,1.3167,1.4110,0.3333,3.5000
Dec23_01-48-54_90582559eea7,graphqsat,flat30-60,100,100,0.2382,0.4793,0.0652,3.2000
Dec08_08-39-57_e63e47f25457,graphqsat,flat30-60,300,100,1.8333,2.0090,0.6000,4.6667
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat30-60,300,100,1.3167,1.4110,0.3333,3.5000
Dec23_01-48-54_90582559eea7,graphqsat,flat30-60,300,100,0.2382,0.4788,0.0652,3.2000
Dec08_08-39-57_e63e47f25457,graphqsat,flat30-60,500,100,1.8333,2.0090,0.6000,4.6667
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat30-60,500,100,1.3167,1.4110,0.3333,3.5000
Dec23_01-48-54_90582559eea7,graphqsat,flat30-60,500,100,0.2382,0.4788,0.0652,3.2000
Dec08_08-39-57_e63e47f25457,graphqsat,flat30-60,1000,100,1.8333,2.0090,0.6000,4.6667
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat30-60,1000,100,1.3167,1.4110,0.3333,3.5000
Dec23_01-48-54_90582559eea7,graphqsat,flat30-60,1000,100,0.2382,0.4788,0.0652,3.2000
Dec08_08-39-57_e63e47f25457,graphqsat,flat50-115,10,100,2.1833,2.4831,0.7059,8.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat50-115,10,100,1.8778,2.0936,0.4800,8.8000
Dec23_01-48-54_90582559eea7,graphqsat,flat50-115,10,100,1.0625,1.1147,0.2903,3.0000
Dec08_08-39-57_e63e47f25457,graphqsat,flat50-115,50,100,2.1833,2.4989,0.7692,8.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat50-115,50,100,1.8611,2.0753,0.4800,8.8000
Dec23_01-48-54_90582559eea7,graphqsat,flat50-115,50,100,0.3137,0.4944,0.1569,2.8889
Dec08_08-39-57_e63e47f25457,graphqsat,flat50-115,100,100,2.1833,2.4989,0.7692,8.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat50-115,100,100,1.8611,2.0753,0.4800,8.8000
Dec23_01-48-54_90582559eea7,graphqsat,flat50-115,100,100,0.1926,0.4109,0.0891,2.8889
Dec08_08-39-57_e63e47f25457,graphqsat,flat50-115,300,100,2.1833,2.4989,0.7692,8.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat50-115,300,100,1.8611,2.0753,0.4800,8.8000
Dec23_01-48-54_90582559eea7,graphqsat,flat50-115,300,100,0.1858,0.4059,0.0882,2.8889
Dec08_08-39-57_e63e47f25457,graphqsat,flat50-115,500,100,2.1833,2.4989,0.7692,8.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat50-115,500,100,1.8611,2.0753,0.4800,8.8000
Dec23_01-48-54_90582559eea7,graphqsat,flat50-115,500,100,0.1858,0.4059,0.0882,2.8889
Dec08_08-39-57_e63e47f25457,graphqsat,flat50-115,1000,100,2.1833,2.4989,0.7692,8.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat50-115,1000,100,1.8611,2.0753,0.4800,8.8000
Dec23_01-48-54_90582559eea7,graphqsat,flat50-115,1000,100,0.1858,0.4059,0.0882,2.8889
Dec08_08-39-57_e63e47f25457,graphqsat,flat75-180,10,100,2.2857,2.8453,0.5000,12.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat75-180,10,100,1.9762,2.4042,0.4400,11.3333
Dec23_01-48-54_90582559eea7,graphqsat,flat75-180,10,100,1.5000,1.7723,0.3019,9.0000
Dec08_08-39-57_e63e47f25457,graphqsat,flat75-180,50,100,2.3693,2.9947,0.4400,12.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat75-180,50,100,2.0385,2.4427,0.3415,11.3333
Dec23_01-48-54_90582559eea7,graphqsat,flat75-180,50,100,0.6286,1.0114,0.2075,9.0000
Dec08_08-39-57_e63e47f25457,graphqsat,flat75-180,100,100,2.3693,2.9947,0.4400,12.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat75-180,100,100,2.0385,2.4391,0.2642,11.3333
Dec23_01-48-54_90582559eea7,graphqsat,flat75-180,100,100,0.3623,0.8171,0.1078,9.0000
Dec08_08-39-57_e63e47f25457,graphqsat,flat75-180,300,100,2.3693,2.9947,0.4400,12.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat75-180,300,100,2.0385,2.4392,0.2718,11.3333
Dec23_01-48-54_90582559eea7,graphqsat,flat75-180,300,100,0.2914,0.7712,0.0800,9.0000
Dec08_08-39-57_e63e47f25457,graphqsat,flat75-180,500,100,2.3693,2.9947,0.4400,12.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat75-180,500,100,2.0385,2.4392,0.2718,11.3333
Dec23_01-48-54_90582559eea7,graphqsat,flat75-180,500,100,0.2914,0.7712,0.0800,9.0000
Dec08_08-39-57_e63e47f25457,graphqsat,flat75-180,1000,100,2.3693,2.9947,0.4400,12.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat75-180,1000,100,2.0385,2.4392,0.2718,11.3333
Dec23_01-48-54_90582559eea7,graphqsat,flat75-180,1000,100,0.2914,0.7712,0.0800,9.0000
Dec08_08-39-57_e63e47f25457,graphqsat,flat100-239,10,100,2.2759,2.7871,0.4194,10.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat100-239,10,100,1.8641,2.6787,0.4444,13.1250
Dec23_01-48-54_90582559eea7,graphqsat,flat100-239,10,100,1.4647,2.1453,0.2963,12.7778
Dec08_08-39-57_e63e47f25457,graphqsat,flat100-239,50,100,2.6667,3.1888,0.4627,10.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat100-239,50,100,1.8851,2.6904,0.2462,13.1250
Dec23_01-48-54_90582559eea7,graphqsat,flat100-239,50,100,0.8223,1.2335,0.2667,12.7778
Dec08_08-39-57_e63e47f25457,graphqsat,flat100-239,100,100,2.6667,3.1899,0.3857,10.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat100-239,100,100,1.8901,2.6693,0.2844,13.1250
Dec23_01-48-54_90582559eea7,graphqsat,flat100-239,100,100,0.5062,0.8360,0.1584,12.7778
Dec08_08-39-57_e63e47f25457,graphqsat,flat100-239,300,100,2.6667,3.1890,0.3234,10.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat100-239,300,100,1.8901,2.6680,0.2650,13.1250
Dec23_01-48-54_90582559eea7,graphqsat,flat100-239,300,100,0.2664,0.5899,0.0796,12.7778
Dec08_08-39-57_e63e47f25457,graphqsat,flat100-239,500,100,2.6667,3.1890,0.3234,10.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat100-239,500,100,1.8901,2.6680,0.2650,13.1250
Dec23_01-48-54_90582559eea7,graphqsat,flat100-239,500,100,0.2451,0.5848,0.0685,12.7778
Dec08_08-39-57_e63e47f25457,graphqsat,flat100-239,1000,100,2.6667,3.1890,0.3234,10.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat100-239,1000,100,1.8901,2.6680,0.2650,13.1250
Dec23_01-48-54_90582559eea7,graphqsat,flat100-239,1000,100,0.2451,0.5847,0.0681,12.7778
Dec08_08-39-57_e63e47f25457,graphqsat,flat125-301,10,100,2.3727,3.2454,0.2663,17.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat125-301,10,100,2.0648,2.5939,0.2067,9.4894
Dec23_01-48-54_90582559eea7,graphqsat,flat125-301,10,100,1.5967,2.4312,0.2605,12.3889
Dec08_08-39-57_e63e47f25457,graphqsat,flat125-301,50,100,2.5833,3.7263,0.1684,19.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat125-301,50,100,1.7509,2.3317,0.1890,9.1714
Dec23_01-48-54_90582559eea7,graphqsat,flat125-301,50,100,1.1632,1.4917,0.1632,7.6897
Dec08_08-39-57_e63e47f25457,graphqsat,flat125-301,100,100,2.5607,3.7113,0.1576,19.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat125-301,100,100,1.5153,2.1591,0.1699,9.1714
Dec23_01-48-54_90582559eea7,graphqsat,flat125-301,100,100,0.7710,1.0108,0.1348,4.1682
Dec08_08-39-57_e63e47f25457,graphqsat,flat125-301,300,100,2.5536,3.6941,0.2025,19.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat125-301,300,100,1.3944,2.0734,0.1169,9.1714
Dec23_01-48-54_90582559eea7,graphqsat,flat125-301,300,100,0.3805,0.5345,0.0795,3.8600
Dec08_08-39-57_e63e47f25457,graphqsat,flat125-301,500,100,2.5536,3.6931,0.1581,19.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat125-301,500,100,1.3944,2.0659,0.0680,9.1714
Dec23_01-48-54_90582559eea7,graphqsat,flat125-301,500,100,0.3397,0.4926,0.0706,3.8600
Dec08_08-39-57_e63e47f25457,graphqsat,flat125-301,1000,100,2.5536,3.6931,0.1664,19.0000
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat125-301,1000,100,1.3944,2.0656,0.0487,9.1714
Dec23_01-48-54_90582559eea7,graphqsat,flat125-301,1000,100,0.3269,0.4844,0.0706,3.8600
Dec08_08-39-57_e63e47f25457,graphqsat,flat150-360,10,101,2.0000,4.0291,0.2160,55.3333
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat150-360,10,101,2.4536,3.5647,0.1475,33.2000
Dec23_01-48-54_90582559eea7,graphqsat,flat150-360,10,101,1.7385,3.0368,0.1097,40.0000
Dec08_08-39-57_e63e47f25457,graphqsat,flat150-360,50,101,2.1183,4.8669,0.1500,63.8462
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat150-360,50,101,1.7834,2.8566,0.1579,18.3000
Dec23_01-48-54_90582559eea7,graphqsat,flat150-360,50,101,1.3333,2.0888,0.1392,15.2727
Dec08_08-39-57_e63e47f25457,graphqsat,flat150-360,100,101,1.9847,4.7735,0.1500,63.8462
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat150-360,100,101,1.7962,2.6378,0.1281,18.3000
Dec23_01-48-54_90582559eea7,graphqsat,flat150-360,100,101,1.0556,1.5489,0.1525,8.1553
Dec08_08-39-57_e63e47f25457,graphqsat,flat150-360,300,101,1.9200,4.6655,0.0888,63.8462
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat150-360,300,101,1.3333,2.2943,0.0828,18.3000
Dec23_01-48-54_90582559eea7,graphqsat,flat150-360,300,101,0.5902,0.7923,0.0897,3.6842
Dec08_08-39-57_e63e47f25457,graphqsat,flat150-360,500,101,1.9191,4.6476,0.0894,63.8462
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat150-360,500,101,1.2157,2.2301,0.0823,18.3000
Dec23_01-48-54_90582559eea7,graphqsat,flat150-360,500,101,0.4562,0.6391,0.0710,3.6842
Dec08_08-39-57_e63e47f25457,graphqsat,flat150-360,1000,101,1.9191,4.6413,0.0894,63.8462
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat150-360,1000,101,1.2157,2.2188,0.0750,18.3000
Dec23_01-48-54_90582559eea7,graphqsat,flat150-360,1000,101,0.4094,0.5831,0.0507,3.6842
Dec08_08-39-57_e63e47f25457,graphqsat,flat175-417,10,100,2.2690,3.4549,0.1392,21.0153
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat175-417,10,100,2.2722,3.5992,0.1499,31.0625
Dec23_01-48-54_90582559eea7,graphqsat,flat175-417,10,100,1.5220,2.5000,0.1073,16.0058
Dec08_08-39-57_e63e47f25457,graphqsat,flat175-417,50,100,2.0845,3.5517,0.1058,23.1818
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat175-417,50,100,2.0924,3.4389,0.1269,21.1769
Dec23_01-48-54_90582559eea7,graphqsat,flat175-417,50,100,1.3784,2.2171,0.0639,30.9326
Dec08_08-39-57_e63e47f25457,graphqsat,flat175-417,100,100,2.1545,3.2784,0.1284,23.1818
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat175-417,100,100,1.7465,2.8942,0.1111,25.4907
Dec23_01-48-54_90582559eea7,graphqsat,flat175-417,100,100,1.1179,1.6959,0.0621,19.8058
Dec08_08-39-57_e63e47f25457,graphqsat,flat175-417,300,100,1.5074,2.8513,0.1256,23.1818
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat175-417,300,100,1.2801,2.4214,0.1135,25.7290
Dec23_01-48-54_90582559eea7,graphqsat,flat175-417,300,100,0.7487,1.0670,0.0588,8.1209
Dec08_08-39-57_e63e47f25457,graphqsat,flat175-417,500,100,1.4124,2.7275,0.0857,23.1818
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat175-417,500,100,0.9927,2.2996,0.0701,25.7290
Dec23_01-48-54_90582559eea7,graphqsat,flat175-417,500,100,0.5665,0.7780,0.0420,4.9783
Dec08_08-39-57_e63e47f25457,graphqsat,flat175-417,1000,100,1.2778,2.6395,0.0669,23.1818
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat175-417,1000,100,0.8222,2.1828,0.0406,25.7290
Dec23_01-48-54_90582559eea7,graphqsat,flat175-417,1000,100,0.4701,0.6100,0.0306,2.9956
Dec08_08-39-57_e63e47f25457,graphqsat,flat200-479,10,100,2.0005,3.8430,0.0490,32.9667
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat200-479,10,100,2.0866,4.3980,0.0490,46.1481
Dec23_01-48-54_90582559eea7,graphqsat,flat200-479,10,100,1.6200,3.5597,0.0551,24.4314
Dec08_08-39-57_e63e47f25457,graphqsat,flat200-479,50,100,2.2369,4.2211,0.0272,47.0952
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat200-479,50,100,2.0890,3.9640,0.0573,43.8636
Dec23_01-48-54_90582559eea7,graphqsat,flat200-479,50,100,1.5344,3.3178,0.0526,27.9224
Dec08_08-39-57_e63e47f25457,graphqsat,flat200-479,100,100,1.7894,4.0390,0.0478,47.0952
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat200-479,100,100,1.9119,3.5419,0.0420,43.8636
Dec23_01-48-54_90582559eea7,graphqsat,flat200-479,100,100,1.3258,2.5829,0.0498,18.5970
Dec08_08-39-57_e63e47f25457,graphqsat,flat200-479,300,100,1.6253,3.6661,0.0411,47.0952
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat200-479,300,100,1.4501,2.7740,0.0544,43.8636
Dec23_01-48-54_90582559eea7,graphqsat,flat200-479,300,100,1.0285,1.6276,0.0331,8.7305
Dec08_08-39-57_e63e47f25457,graphqsat,flat200-479,500,100,1.3498,3.5049,0.0453,47.0952
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat200-479,500,100,1.1762,2.5158,0.0327,43.8636
Dec23_01-48-54_90582559eea7,graphqsat,flat200-479,500,100,0.7709,1.3177,0.0468,8.1587
Dec08_08-39-57_e63e47f25457,graphqsat,flat200-479,1000,100,0.9784,3.3407,0.0296,47.0952
Dec21_01-59-59_6bed2aa9b612,graphqsat,flat200-479,1000,100,0.9266,2.2989,0.0351,43.8636
Dec23_01-48-54_90582559eea7,graphqsat,flat200-479,1000,100,0.5991,1.0261,0.0299,8.1587
Dec21_01-59-59_6bed2aa9b612,graphqsat,uf50-218,10,100,1.8153,2.6680,0.1667,15.3333
Dec23_01-48-54_90582559eea7,graphqsat,uf50-218,10,100,1.3167,1.7129,0.1698,6.8333
Dec21_01-59-59_6bed2aa9b612,graphqsat,uf50-218,50,100,2.1742,2.9186,0.2703,15.3333
Dec23_01-48-54_90582559eea7,graphqsat,uf50-218,50,100,1.0809,1.4809,0.1562,6.8333
Dec21_01-59-59_6bed2aa9b612,graphqsat,uf50-218,100,100,2.1742,2.9186,0.2703,15.3333
Dec23_01-48-54_90582559eea7,graphqsat,uf50-218,100,100,1.0710,1.4739,0.1471,6.8333
Dec21_01-59-59_6bed2aa9b612,graphqsat,uf50-218,300,100,2.1742,2.9186,0.2703,15.3333
Dec23_01-48-54_90582559eea7,graphqsat,uf50-218,300,100,1.0710,1.4740,0.1471,6.8333
Dec21_01-59-59_6bed2aa9b612,graphqsat,uf50-218,500,100,2.1742,2.9186,0.2703,15.3333
Dec23_01-48-54_90582559eea7,graphqsat,uf50-218,500,100,1.0710,1.4740,0.1471,6.8333
Dec21_01-59-59_6bed2aa9b612,graphqsat,uf50-218,1000,100,2.1742,2.9186,0.2703,15.3333
Dec23_01-48-54_90582559eea7,graphqsat,uf50-218,1000,100,1.0710,1.4740,0.1471,6.8333
Dec21_01-59-59_6bed2aa9b612,graphqsat,uf100-430,10,100,2.0242,3.7673,0.1327,41.3000
Dec23_01-48-54_90582559eea7,graphqsat,uf100-430,10,100,1.7927,2.5607,0.2120,11.8611
Dec21_01-59-59_6bed2aa9b612,graphqsat,uf100-430,50,100,2.5934,4.7931,0.2044,41.3000
Dec23_01-48-54_90582559eea7,graphqsat,uf100-430,50,100,1.5289,2.8377,0.2208,17.0333
Dec21_01-59-59_6bed2aa9b612,graphqsat,uf100-430,100,100,2.9695,5.0536,0.2107,41.3000
Dec23_01-48-54_90582559eea7,graphqsat,uf100-430,100,100,1.4565,2.6304,0.2182,17.0333
Dec21_01-59-59_6bed2aa9b612,graphqsat,uf100-430,300,100,3.0476,5.1248,0.2577,41.3000
Dec23_01-48-54_90582559eea7,graphqsat,uf100-430,300,100,1.2293,2.4941,0.1679,17.0333
Dec21_01-59-59_6bed2aa9b612,graphqsat,uf100-430,500,100,3.0476,5.1263,0.2577,41.3000
Dec23_01-48-54_90582559eea7,graphqsat,uf100-430,500,100,1.1194,2.4840,0.1477,17.0333
Dec21_01-59-59_6bed2aa9b612,graphqsat,uf100-430,1000,100,3.0476,5.1263,0.2577,41.3000
Dec23_01-48-54_90582559eea7,graphqsat,uf100-430,1000,100,1.1068,2.4748,0.1368,17.0333
Dec21_01-59-59_6bed2aa9b612,graphqsat,uf250-1065,10,100,3.3717,13.2532,0.0816,214.3794
Dec23_01-48-54_90582559eea7,graphqsat,uf250-1065,10,100,3.4938,4.2970,0.1128,39.6773
Dec21_01-59-59_6bed2aa9b612,graphqsat,uf250-1065,50,100,3.6402,30.1612,0.1312,1575.3636
Dec23_01-48-54_90582559eea7,graphqsat,uf250-1065,50,100,6.4347,42.4832,0.0858,406.2292
Dec21_01-59-59_6bed2aa9b612,graphqsat,uf250-1065,100,100,3.7299,29.3489,0.1136,1677.0000
Dec23_01-48-54_90582559eea7,graphqsat,uf250-1065,100,100,5.5342,39.1059,0.0874,314.5000
Dec21_01-59-59_6bed2aa9b612,graphqsat,uf250-1065,300,100,3.7852,31.5070,0.1229,1677.0000
Dec23_01-48-54_90582559eea7,graphqsat,uf250-1065,300,100,6.0592,29.6086,0.0911,220.0628
Dec21_01-59-59_6bed2aa9b612,graphqsat,uf250-1065,500,100,3.3636,30.1550,0.0913,1677.0000
Dec23_01-48-54_90582559eea7,graphqsat,uf250-1065,500,100,6.1899,25.1942,0.0932,185.1671
Dec21_01-59-59_6bed2aa9b612,graphqsat,uf250-1065,1000,100,3.3325,30.1171,0.1132,1677.0000
Dec23_01-48-54_90582559eea7,graphqsat,uf250-1065,1000,100,4.6042,20.9810,0.0974,183.9722
Dec21_01-59-59_6bed2aa9b612,graphqsat,uuf50-218,10,100,1.6985,1.9023,0.6522,6.3077
Dec21_14-55-50_5eccdc34d583,graphqsat,uuf50-218,10,100,1.5759,1.7435,0.6364,3.6000
Dec23_01-48-54_90582559eea7,graphqsat,uuf50-218,10,100,0.9658,0.9801,0.3763,1.9714
Dec23_14-42-44_90582559eea7,graphqsat,uuf50-218,10,100,1.4472,1.4796,0.4795,3.1176
Dec21_01-59-59_6bed2aa9b612,graphqsat,uuf50-218,50,100,2.4393,2.6316,1.0000,6.8333
Dec21_14-55-50_5eccdc34d583,graphqsat,uuf50-218,50,100,2.3848,2.5091,1.1818,4.9500
Dec23_01-48-54_90582559eea7,graphqsat,uuf50-218,50,100,0.8405,0.8527,0.3684,1.7250
Dec23_14-42-44_90582559eea7,graphqsat,uuf50-218,50,100,1.5351,1.5986,0.6034,4.0769
Dec21_01-59-59_6bed2aa9b612,graphqsat,uuf50-218,100,100,2.4393,2.6366,1.0000,6.8333
Dec21_14-55-50_5eccdc34d583,graphqsat,uuf50-218,100,100,2.3848,2.5098,1.1818,4.9500
Dec23_01-48-54_90582559eea7,graphqsat,uuf50-218,100,100,0.7755,0.8039,0.2800,1.7250
Dec23_14-42-44_90582559eea7,graphqsat,uuf50-218,100,100,1.5351,1.5897,0.5738,4.0769
Dec21_01-59-59_6bed2aa9b612,graphqsat,uuf50-218,300,100,2.4393,2.6366,1.0000,6.8333
Dec21_14-55-50_5eccdc34d583,graphqsat,uuf50-218,300,100,2.3848,2.5098,1.1818,4.9500
Dec23_01-48-54_90582559eea7,graphqsat,uuf50-218,300,100,0.7713,0.7972,0.2941,1.7250
Dec23_14-42-44_90582559eea7,graphqsat,uuf50-218,300,100,1.5588,1.5990,0.5738,4.0769
Dec21_01-59-59_6bed2aa9b612,graphqsat,uuf50-218,500,100,2.4393,2.6366,1.0000,6.8333
Dec21_14-55-50_5eccdc34d583,graphqsat,uuf50-218,500,100,2.3848,2.5098,1.1818,4.9500
Dec23_01-48-54_90582559eea7,graphqsat,uuf50-218,500,100,0.7713,0.7972,0.2941,1.7250
Dec23_14-42-44_90582559eea7,graphqsat,uuf50-218,500,100,1.5351,1.5994,0.5833,4.0769
Dec21_01-59-59_6bed2aa9b612,graphqsat,uuf50-218,1000,100,2.4393,2.6366,1.0000,6.8333
Dec21_14-55-50_5eccdc34d583,graphqsat,uuf50-218,1000,100,2.3848,2.5098,1.1818,4.9500
Dec23_01-48-54_90582559eea7,graphqsat,uuf50-218,1000,100,0.7713,0.7972,0.2941,1.7250
Dec23_14-42-44_90582559eea7,graphqsat,uuf50-218,1000,100,1.5351,1.5981,0.5833,4.0769
Dec21_01-59-59_6bed2aa9b612,graphqsat,uuf100-430,10,100,1.4978,1.5465,0.8642,2.6260
Dec21_14-55-50_5eccdc34d583,graphqsat,uuf100-430,10,100,1.5021,1.5219,0.7938,2.6731
Dec23_01-48-54_90582559eea7,graphqsat,uuf100-430,10,100,0.8520,0.9064,0.4382,2.0489
Dec23_14-42-44_90582559eea7,graphqsat,uuf100-430,10,100,1.3845,1.4363,0.6480,2.8270
Dec21_01-59-59_6bed2aa9b612,graphqsat,uuf100-430,50,100,1.5723,1.6830,0.8287,3.9865
Dec21_14-55-50_5eccdc34d583,graphqsat,uuf100-430,50,100,1.5731,1.6203,0.8912,2.6119
Dec23_01-48-54_90582559eea7,graphqsat,uuf100-430,50,100,0.8452,0.8795,0.4059,1.6643
Dec23_14-42-44_90582559eea7,graphqsat,uuf100-430,50,100,1.3652,1.4061,0.7221,2.7989
Dec21_01-59-59_6bed2aa9b612,graphqsat,uuf100-430,100,100,1.7323,1.8624,0.7488,4.9741
Dec21_14-55-50_5eccdc34d583,graphqsat,uuf100-430,100,100,1.6621,1.7124,0.8247,2.8641
Dec23_01-48-54_90582559eea7,graphqsat,uuf100-430,100,100,0.8211,0.8535,0.3691,1.8367
Dec23_14-42-44_90582559eea7,graphqsat,uuf100-430,100,100,1.3157,1.3640,0.6810,2.3100
Dec21_01-59-59_6bed2aa9b612,graphqsat,uuf100-430,300,100,2.2150,2.3546,1.0548,5.1982
Dec21_14-55-50_5eccdc34d583,graphqsat,uuf100-430,300,100,1.9396,2.0514,0.7778,3.5230
Dec23_01-48-54_90582559eea7,graphqsat,uuf100-430,300,100,0.7010,0.7282,0.3782,1.2254
Dec23_14-42-44_90582559eea7,graphqsat,uuf100-430,300,100,1.1983,1.2603,0.6182,2.4180
Dec21_01-59-59_6bed2aa9b612,graphqsat,uuf100-430,500,100,2.3063,2.3833,1.1315,5.1982
Dec21_14-55-50_5eccdc34d583,graphqsat,uuf100-430,500,100,1.9881,2.0950,0.8525,3.5230
Dec23_01-48-54_90582559eea7,graphqsat,uuf100-430,500,100,0.6005,0.6500,0.3504,1.1606
Dec23_14-42-44_90582559eea7,graphqsat,uuf100-430,500,100,1.1407,1.1823,0.5655,2.4180
Dec21_01-59-59_6bed2aa9b612,graphqsat,uuf100-430,1000,100,2.3063,2.3829,1.1315,5.1982
Dec21_14-55-50_5eccdc34d583,graphqsat,uuf100-430,1000,100,1.9881,2.0968,0.8525,3.5230
Dec23_01-48-54_90582559eea7,graphqsat,uuf100-430,1000,100,0.5386,0.5529,0.2957,1.0598
Dec23_14-42-44_90582559eea7,graphqsat,uuf100-430,1000,100,1.1176,1.1521,0.5102,2.4180
Dec21_01-59-59_6bed2aa9b612,graphqsat,uuf250-1065,10,100,1.6097,1.6439,0.9424,2.7036
Dec21_14-55-50_5eccdc34d583,graphqsat,uuf250-1065,10,100,1.5798,1.6006,0.9638,2.7869
Dec23_01-48-54_90582559eea7,graphqsat,uuf250-1065,10,100,0.7453,0.7855,0.4117,1.3568
Dec23_14-42-44_90582559eea7,graphqsat,uuf250-1065,10,100,1.3996,1.4778,0.9447,2.4366
Dec21_01-59-59_6bed2aa9b612,graphqsat,uuf250-1065,50,100,1.6046,1.6267,0.9891,2.5844
Dec21_14-55-50_5eccdc34d583,graphqsat,uuf250-1065,50,100,1.5819,1.6171,0.7655,2.5491
Dec23_01-48-54_90582559eea7,graphqsat,uuf250-1065,50,100,0.7239,0.7651,0.3585,1.3672
Dec23_14-42-44_90582559eea7,graphqsat,uuf250-1065,50,100,1.4360,1.5040,0.9170,2.3304
Dec21_01-59-59_6bed2aa9b612,graphqsat,uuf250-1065,100,100,1.6419,1.6423,0.9528,2.6990
Dec21_14-55-50_5eccdc34d583,graphqsat,uuf250-1065,100,100,1.5889,1.6131,0.9730,2.5169
Dec23_01-48-54_90582559eea7,graphqsat,uuf250-1065,100,100,0.7357,0.7723,0.3771,1.2590
